year,page,category,chunk
2022,24,Paysages,"Paysages
PISCHES
- Poursuivre la redynamisation des piscines afin d'en développer la fréquentation.
- Proposer la création d'une piétonne et d'un bassin multi activités à Féralia.
- Développer des événements familiaux.
- Organiser 8 compétitions (CNVDF et UEF).
- Championnars académiques UNSS avec la section sportive (Piscine de Serémange).
- Renouer le solarium de Feralia.
- Traiter l'étanchéité de la verrière (sinistre ouvert avec expertise toujours en cours) et de la toiture du vestiaire public à Feralia.
- Accompagner et suivre le nouveau comité du Club Nautique du Val de Fensch et son nouveau président élu en 2022. Développer les adhésions du club et les performances sportives.
LABELSPORT
- Poursuivre l'accompagnement des clubs labellisés.
- Organiser l'arrivée de la 5ème étape du Tour de Moselle à Florange.
- Accompagner la montée en puissance du Fensch Nordic Tour, trail de la Fensch et Carécross.
RUGBY
- Travailler sur la création d'un terrain synthétique plus propice au développement du sport.
- Créer un espace betonné pour l'accueil d'un container de stockage du matériel du club.
LABELTERRE DE JEUX
- Organisation du spectacle de la Cie Bounce. Back alliant performance sportive et artistique sur le Parc du Haut-Foumeau U4, le jour de la journée de l'olympisme (25 juin) et ce à destination des écoles."
2022,25,ANNEXE 1,"ANNEXE 1
Bâtiments, sites et équipements gérés par l'agglo au 31/12/2022"
2022,26,ANNEXE 1,"ANNEXE 1 > ANNEXE 2
Bandes et pistes cyclables, parking de covoiturage et zones d'activités gérés par l'agglo au 31/12/2022"
2021,2,70 402 habitants (source Insee),"70 402 habitants (source Insee) > L'EMOT DU PRÉSIDENT > Une année chargée, desse et stratégique !
Après une année marquée par la pandémie, 2021 a commencé sous le signe de l'aspoir avec le développement du vaccin anti-covid. Nous nous sommes battus avec ténacité pour obtenir sur notre territoire un centre de vaccination qui a fait notre fierté collective et a permis plus de 70 000 injections tout au long de sa période de fonctionnement.
Encore une fois, je remercie l'ensemble des élus, des agents de notre collectivité qui se sont investis ainsi que les personnels soignants de notre vallée qui ont répondu présents à l'appel que nous leur avons lancé.
Mais cette année 2021 a été aussi celle de choix stratégiques essentiels tels que la projet de territoire et le pacte financier qui bafait la route de notre mandat jusque 2026. Durant cette année, nous avons également fait les règles pour permettre la réalisation du chantier de l'assainissement qui est essentiel pour les communes en proie à une très forte pression immobilière mais qui ne peuvent pas donner de permis de construire, faute de réseaux ou normes en vigueur.
Au-delà des chiffres qui sont donnés dans ce traditionnel Compte Rendu d'Avivité, il y a aussi le travail au quotidien de nos agents, dépositaires du service public ou contact direct de nos concitoyens.
Je tiens tout particulièrement à le souligner parce qu'en 2021, une nouvelle organisation du travail de la Communauté d'Agglomération a permis dans le consensus social d'être encore plus à l'écoute et à la disposition des habitants de la vallée.
Adaptabilité, responsabilité, proximité, sont autant de forces que nous avons su déployer en 2021 pour avancer positivement dans une période incertaine : nos industries, nos entreprises artisanales ont pu passer la pandémie, nos villes continuent à gagner en attractivité et accueillent de nouveaux habitants, de nouveaux services s'implantent sur notre territoire.
Cela doit nous inciter à garder le cap avec détermination car notre territoire a de réels atouts pour affronter avec succès les incertitudes encore plus fortes du temps présent (par exemple l'inflation dont le retour sera très impactant pour nos finances)."
2021,3,70 402 habitants (source Insee),"70 402 habitants (source Insee) > L'EMOT DU PRÉSIDENT > Michel LIEBGOTT
Président de la Communauté d'Agglomération du Val de Fenech
Maire de Fenech
Député honoraire"
2021,3,La communauté d'agglomération du Val de Fensch et ses missions,"La communauté d'agglomération du Val de Fensch et ses missions > Compétences obligatoires > DÉVELOPPEMENT ÉCONOMIQUE
- Création, aménagement, entretien et gestion de zones d'activité industrielle, commerciale, tertiaire, artisanale, touristique, portuaire ou aéroportuaire
- Aides aux entreprises
- Tourisme dans le Val de Fensch
- Commerce"
2021,3,La communauté d'agglomération du Val de Fensch et ses missions,"La communauté d'agglomération du Val de Fensch et ses missions > Compétences obligatoires > AMÉNAGEMENT DE L'ESPACE
- Constitution de réserves foncières pour des opérations à finalité intercommunale
- Schéma de cohérence territoriale et schéma de secteur
- Création et réalisation de zones d'aménagement concerté d'intérêt communautaire
- Création et réalisation d'opérations d'aménagement d'intérêt communautaire
- Organisation de la mobilité"
2021,3,La communauté d'agglomération du Val de Fensch et ses missions,"La communauté d'agglomération du Val de Fensch et ses missions > Compétences obligatoires > ÉQUILIBRE SOCIAL DE L'HABITAT
- Programme local de l'habitat
- Politique du logement d'intérêt communautaire
- Mise en place d'études foncières et de toutes autres études nécessaires à l'amélioration de l'équilibre social de l'habitat sur l'ensemble du territoire communautaire
- Actions et aides financières en faveur du logement social d'intérêt communautaire
- Nouvelles foncières pour la mise en œuvre de la politique communautaire d'équilibre social de l'habitat
- Actions, par des opérations d'intérêt communautaire, en faveur du logement des personnes défavorisées
- Amélioration du parc immobilier bâti d'intérêt communautaire"
2021,3,La communauté d'agglomération du Val de Fensch et ses missions,"La communauté d'agglomération du Val de Fensch et ses missions > Compétences obligatoires > POLITIQUE DE LA VILLE
- Elaboration du diagnostic du territoire et définition des orientations du contrat de ville
- Animation et coordination des dispositifs contractuels de développement urbain, de développement local et d'insertion économique et sociale d'intérêt communautaire
- Animation et coordination des dispositifs locaux de prévention de la délinquance
- Programmes d'action définis dans le contrat de ville"
2021,3,La communauté d'agglomération du Val de Fensch et ses missions,"La communauté d'agglomération du Val de Fensch et ses missions > Compétences obligatoires > COLLECTE ET TRAITEMENT DES DÉCHETS DES MÉNAGES ET DÉCHETS ASSIMILÉS
- Réalisation et gestion de déchetteries à vocation intercommunale
- Collecte et traitement des déchets ménagers"
2021,3,La communauté d'agglomération du Val de Fensch et ses missions,"La communauté d'agglomération du Val de Fensch et ses missions > Compétences facultatives > VOIRIE
- Création, aménagement, entretien et gestion des voiries d'intérêt communautaire
- Création ou aménagement et gestion de parcs de stationnement d'intérêt communautaire"
2021,3,La communauté d'agglomération du Val de Fensch et ses missions,"La communauté d'agglomération du Val de Fensch et ses missions > Compétences facultatives > CONSTRUCTION, AMÉNAGEMENT, ENTRETIEN ET GESTION DES ÉQUIPEMENTS CULTURELS ET SPORTIFS D'INTÉRÊT COMMUNAUTAIRE
- Équipements quickly, piscine, de l'horloge, de l'avenue, de l'esange et l'esange et terrain de rugby sur le site Sainte-Narge
- Équipements culturels: Le Guoulevé Plus à Mésange et le Parc du haut-fourneau LH à Llobange
- Soutien aux athlètes et équipes sportives de haut niveau ainsi qu'aux organisateurs de compétition sportive événementielle dans le cadre du Label sport du Val de Fensch"
2021,3,La communauté d'agglomération du Val de Fensch et ses missions,"La communauté d'agglomération du Val de Fensch et ses missions > Compétences facultatives > PETITE ENFANCE
- Coordination et mise en réseau des établissements d'accueil du jeune enfant (EAJE) du territoire communautaire et du Relais Petite Enfance « La Luciole»
- Création et la création d'établissements d'accueil du jeune enfant (EAJE) communautaires. Soutien financier et technique des établissements d'accueil du jeune enfant (EAJE), en lieu et place des communes
- Création et animation d'un observatoire communautaire de l'Accueil de la « Petite enfance » pour la définition d'un schéma directeur communautaire
- Gestion et animation du lieu d'information Le Relais Petite Enfance « La Luciole », pour développer la qualité de l'accueil individuel de l'enfant"
2021,3,La communauté d'agglomération du Val de Fensch et ses missions,"La communauté d'agglomération du Val de Fensch et ses missions > Compétences facultatives > AMÉNAGEMENT NUMÉRIQUE
- Conclusion avec tout opérateur privé d'une ou plusieurs conventions de déploiement d'un nouveau réseau d'initiative privée de communications électroniques à très haut débit
- Établissement, exploitation et mise à disposition d'un nouveau réseau ouvert de communications électroniques d'initiative publique
- Exploitation de réseaux de télédistribution existants
- Organisation de l'expertise financière, technique et juridique"
2021,3,La communauté d'agglomération du Val de Fensch et ses missions,"La communauté d'agglomération du Val de Fensch et ses missions > Compétences facultatives > SANTÉ
- Mise en place d'un observatoire territorial associant tous les partenaires concernés
- Aide à l'installation et maintien des professionnels de santé sur le territoire
- Construction de nouveaux bâtiments décidés dans le cadre d'un schéma communautaire de santé élaboré en lien avec les partenaires concernés, notamment l'Agence Régionale de Santé (ARS)
- Intégration de la santé dans toutes les politiques publiques
- Soutien à la mise en réseau et à l'échange de pratiques entre les acteurs"
2021,6,La communauté d'agglomération du Val de Fensch et ses missions,"La communauté d'agglomération du Val de Fensch et ses missions > Compétences facultatives > CONTRIBUTION AU BUDGET DU SERVICE DÉPARTEMENTAL D'INCENDIE ET DE SECOURS
Faits marquants
- Parles fiscales conséquentes suite à la fermeture des houts-bourneaux et de la colonie ArcelorMittal.
- Subcréation du dispositif de garantie pour perte de Contribution Economique Territoriale (CET).
- Élaboration du nouveau pacte fiscal et finances.
- Application pleine et entière de la suppression de la Taxe d'Habitation pour la CA, remplacée par le versement d'une fraction de TVA.
Perspectives
- Parles annoncées de près de 25 % de Cotisation sur Valeur d'Équipes des Entreprises.
- Augmentation des contributions SMITU et Sydelon sur les prochains exercices.
- Dispositif de garantie pour perte de la Contribution Economique Territoriale jusqu'en 2025.
- La réforme des indicateurs financiers va certainement avoir des impacts sur la répartition des dotations dont la communauté d'agglomération est bénéficiaire sur les exercices à venir.
- Incentivistes sur l'évolution de l'environnement économique.
7 824 751 € De budget en investissement
41 379 754 € Dépenses de fonctionnement
Autres actions
- Démarche de revalorisation des bases fiscales sur le territoire.
- Changement de nomenclature comptable (passage de la M16 à la M57).
PRINCIPALES DÉPENSES D'INVESTISSEMENT
- 219 506€ Action économique
- 3 540 529€ Aménagement du territoire
- 81 237€ Logement
- 308 511€ Interventions sociales famille
- 54 410€ Sports et jeunesse
- 534 431€ Culture et patrimoine
- 295 450€ Services généraux
- 908 683€ Dépenses d'ordre
- 1 881 994€ Opérations financières
PRINCIPALES DE PENSES DE FONCTIONNEMENT / BUDGET PRINCIPAL
PRINCIPALES RECETTES DE FONCTIONNEMENT / BUDGET ORDURES MÉNAGÈRES
PRINCIPALES DÉPENSES DE FONCTIONNEMENT / BUDGET ORDURES MÉNAGÈRES"
2021,6,La communauté d'agglomération du Val de Fensch et ses missions,"La communauté d'agglomération du Val de Fensch et ses missions > 51
Elles communautaires, dont  de femmes"
2021,6,La communauté d'agglomération du Val de Fensch et ses missions,"La communauté d'agglomération du Val de Fensch et ses missions > 12
Vice-présidents et 4 assesseurs, dont  de femmes
16
Personnes dans le bureau communautaire"
2021,6,La communauté d'agglomération du Val de Fensch et ses missions,"La communauté d'agglomération du Val de Fensch et ses missions > Le conseil communautaire
Le Président - Les Vice-Présidents"
2021,6,La communauté d'agglomération du Val de Fensch et ses missions,"La communauté d'agglomération du Val de Fensch et ses missions > NEUFCHEF
- Mme Carita LAMBOUR (vice-présidente)
- M. Daniel DRIUTTI (assesseur)"
2021,6,La communauté d'agglomération du Val de Fensch et ses missions,"La communauté d'agglomération du Val de Fensch et ses missions > NIEVANGE
- M. Mohammed KHALDI
- M. Jean-Marie MELLET
- Mme Alexandra REBEFOCK-PINNA (vice-présidente)
- Mme Sylvie SCHUTZ (assesseur)"
2021,6,La communauté d'agglomération du Val de Fensch et ses missions,"La communauté d'agglomération du Val de Fensch et ses missions > RANGUEVAUX
- M. Philippe GREINER (vice-président)
- M. André DEUTSCH (suppléant)
SEREMANGE-ERZANGE
- M. Dominique DE MARCIS
- M. Serge JURCZAK (vice-président)
- Mme Fanny MENTION"
2021,6,La communauté d'agglomération du Val de Fensch et ses missions,"La communauté d'agglomération du Val de Fensch et ses missions > UCKANGE
- M. Daniel MIRADAI
- Mme Pascaline LEGRAND
- M. Gerard LEONARD (assesseur)
- M. Jean-François MEONES (vice-président)
- Mme Sylvia WALDUNG (vice-présidente)"
2021,6,La communauté d'agglomération du Val de Fensch et ses missions,"La communauté d'agglomération du Val de Fensch et ses missions > 154
Délibérations du conseil de communauté
68
Décisions du bureau"
2021,6,La communauté d'agglomération du Val de Fensch et ses missions,"La communauté d'agglomération du Val de Fensch et ses missions > 374
Décisions du Président"
2021,7,La communauté d'agglomération du Val de Fensch et ses missions,"La communauté d'agglomération du Val de Fensch et ses missions > Le conseil communautaire
Le Président - Les Vice-Présidents"
2021,8,Faits marquants,"Faits marquants
Il est à noter une augmentation du coût des assurances de la Collectivité, de près de 20 000 €, due à la tarification de nouvelles garanties consécutives à la crise sanitaire et imposées par les compagnies d'assurances."
2021,8,Faits marquants,"Faits marquants > Autres actions
En matière de contentieux, deux thématiques doivent retenir l'attention :
- la cessation d'activité d'Avalier Ménil : 5 000 € de frais de procédure pour la contestation du devenir du site ;
- les copropriétés dégradées : près de 6 000 € de frais de procédure."
2021,9,Faits marquants,"Faits marquants > Perspectives
De nouveaux marchés entrent en vigueur au 1er janvier 2022.
- 1 plainte : Pour dégradation et vandalisme
- 4 plaintes : Pour vol
- 10 plaintes : Pour conteneurs dégradés
- 3 plaintes : Pour dépôt sauvage d'ordures"
2021,9,Faits marquants,"Faits marquants > 44
Sites à enjeux pour une reconversion"
2021,9,Faits marquants,"Faits marquants > 220
Places de parking dédiées au covoiturage (Famock / Florange et Knutange)"
2021,9,Faits marquants,"Faits marquants > 364
Places de parking en gare / halte ferroviaire (Hayange / Uckange)"
2021,9,Faits marquants,"Faits marquants > 1. AMÉNAGEMENT
- 16-05 : ouverture de la traverse aérienne reliant le gare d'Uckange à la Moselle sur le Parc du Haut-Fournesu U4.
- Novembre : fin des aménagements de viabilisation du Parc du Haut-Fournesu U4 et approbation d'un cahier des charges de cession des terrains économiques.
- 30-09 : lancement des travaux de réhabilitation du clos couvert des Ateliers Mécaniques au Parc du Haut-Fournesu U4.
- Février à Octobre : réalisation d'un inventaire faunistique et floristique sur le Parc du Haut-Fournesu U4.
- 26-09 : Mise en place des premières parcelles des Jordins de Transformation au Parc du Haut-Fournesu U4.
- 30-11 : validation des aménagements de viabilisation de la première phase de travaux et des premières fiches techniques de lot sur la ZAC de la Paix.
- Décembre : premières caméras de vidéoprotection sur la ZAC de la Paix.
- 21-12 : décision de garantie d'emprunt pour SODEVAM dans le cadre du lancement des travaux de viabilisation de la  tranche sur la ZAC de la Paix.
- 5-08 : accord avec Agonseilure pour la mise en vente aux enchères du bâtiment des Grands Bureaux de Wendel à Haysange."
2021,10,Faits marquants,"Faits marquants > TRÉS HAUT DÉBIT
- 16-02, 8-04, et 9-11 : organisation des comités de suivi de la convention de programmation et du déplacement du réseau FTTH du XP Fibre en présence de Moselle Fibre et des 10 communes.
- 14-11 : accord de location d'un terrain à SFR pour l'implantation d'une antenne relais téléphonique sur la ZAC de la Paix."
2021,10,Faits marquants,"Faits marquants > 22 Bénéficiaires de l'Aide aux Artisans, Commerçants et Très Petites Entreprises
81 196,52 € Montant de l'Aide attribuée aux Artisans, Commerçants et Très Petites Entreprises
47 000 € Aux 4 créateurs d'entreprise ayant bénéficié d'un prêt d'honneur à taux 0%
1 766 Demandes traitées par la Maison du Luxembourg
1 766 Demandes traitées par la Maison du Luxembourg
18 315 emplois (études insee 2018)
3 301 établissements (études insee 2020)
23 entreprises De plus de 100 salariés"
2021,10,Faits marquants,"Faits marquants > 22 Bénéficiaires de l'Aide aux Artisans, Commerçants et Très Petites Entreprises > 17 000
- Permanences d'agglomération de Val de Fensch
  - Rapport d'activités 2021"
2021,10,Faits marquants,"Faits marquants > 22 Bénéficiaires de l'Aide aux Artisans, Commerçants et Très Petites Entreprises > 22 Bénéficiaires de l'Aide aux Artisans, Commerçants et Très Petites Entreprises
81 196,52 € Montant de l'Aide attribuée aux Artisans, Commerçants et Très Petites Entreprises
47 000 € Aux 4 créateurs d'entreprise ayant bénéficié d'un prêt d'honneur à taux 0%
1 766 Demandes traitées par la Maison du Luxembourg"
2021,10,Faits marquants,"Faits marquants > 22 Bénéficiaires de l'Aide aux Artisans, Commerçants et Très Petites Entreprises > 22 Bénéficiaires de l'Aide aux Artisans, Commerçants et Très Petites Entreprises
81 196,52 €
Montant de l'Aide attribuée aux Artisans, Commerçants et Très Petites Entreprises
47 000 €
Aux 4 créateurs d'entreprise ayant bénéficié d'un prêt d'honneur à taux 0%
1 766 Demandes traitées par la Maison du Luxembourg"
2021,10,Faits marquants,"Faits marquants > 22 Bénéficiaires de l'Aide aux Artisans, Commerçants et Très Petites Entreprises > 22 Bénéficiaires de l'Aide aux Artisans, Commerçants et Très Petites Entreprises
81 196,52 €
Montant de l'Aide attribuée aux Artisans, Commerçants et Très Petites Entreprises
47 000 €
Aux 4 créateurs d'entreprise ayant bénéficié d'un prêt d'honneur à taux 0%
1 766 Demandes traitées par la Maison du Luxembourg"
2021,10,Faits marquants,"Faits marquants > 22 Bénéficiaires de l'Aide aux Artisans, Commerçants et Très Petites Entreprises > 22 Bénéficiaires de l'Aide aux Artisans, Commerçants et Très Petites Entreprises
81 196,52 €
Montant de l'Aide attribuée aux Artisans, Commerçants et Très Petites Entreprises
47 000 €
Aux 4 créateurs d'entreprise ayant bénéficié d'un prêt d'honneur à taux 0%
1 766 Demandes traitées par la Maison du Luxembourg"
2021,10,Faits marquants,"Faits marquants > 22 Bénéficiaires de l'Aide aux Artisans, Commerçants et Très Petites Entreprises > 22 Bénéficiaires de l'Aide aux Artisans, Commerçants et Très Petites Entreprises
81 196,52 €
Montant de l'Aide attribuée aux Artisans, Commerçants et Très Petites Entreprises
47 000 €
Aux 4 créateurs d'entreprise ayant bénéficié d'un prêt d'honneur à taux 0%
1 766 Demandes traitées par la Maison du Luxembourg"
2021,10,Faits marquants,"Faits marquants > 22 Bénéficiaires de l'Aide aux Artisans, Commerçants et Très Petites Entreprises > 22 Bénéficiaires de l'Aide aux Artisans, Commerçants et Très Petites Entreprises
81 196,52 €
Montant de l'Aide attribuée aux Artisans, Commerçants et Très Petites Entreprises
47 000 €
Aux 4 créateurs d'entreprise ayant bénéficié d'un prêt d'honneur à taux 0%
1 766 Demandes traitées par la Maison du Luxembourg"
2021,10,Faits marquants,"Faits marquants > 22 Bénéficiaires de l'Aide aux Artisans, Commerçants et Très Petites Entreprises > 22 Bénéficiaires de l'Aide aux Artisans, Commerçants et Très Petites Entreprises
81 196,52 €
Montant de l'Aide attribuée aux Artisans, Commerçants et Très Petites Entreprises
47 000 €
Aux 4 créateurs d'entreprise ayant bénéficié d'un prêt d'honneur à taux 0%
1 766 Demandes traitées par la Maison du Luxembourg"
2021,10,Faits marquants,"Faits marquants > 22 Bénéficiaires de l'Aide aux Artisans, Commerçants et Très Petites Entreprises > 22 Bénéficiaires de l'Aide aux Artisans, Commerçants et Très Petites Entreprises
81 196,52 €
Montant de l'Aide attribuée aux Artisans, Commerçants et Très Petites Entreprises
47 000 €
Aux 4 créateurs d'entreprise ayant bénéficié d'un prêt d'honneur à taux 0%
1 766 Demandes traitées par la Maison du Luxembourg"
2021,10,Faits marquants,"Faits marquants > 22 Bénéficiaires de l'Aide aux Artisans, Commerçants et Très Petites Entreprises > 22 Bénéficiaires de l'Aide aux Artisans, Commerçants et Très Petites Entreprises
81 196,52 €
Montant de l'Aide attribuée aux Artisans, Commerçants et Très Petites Entreprises
47 000 €
Aux 4 créateurs d'entreprise ayant bénéficié d'un prêt d'honneur à taux 0%
1 766 Demandes traitées par la Maison du Luxembourg"
2021,10,Faits marquants,"Faits marquants > 22 Bénéficiaires de l'Aide aux Artisans, Commerçants et Très Petites Entreprises > 22 Bénéficiaires de l'Aide aux Artisans, Commerçants et Très Petites Entreprises
81 196,52 €
Montant de l'Aide attribuée aux Artisans, Commerçants et Très Petites Entreprises
47 000 €
Aux 4 créateurs d'entreprise ayant bénéficié d'un prêt d'honneur à taux 0%
1 766 Demandes traitées par la Maison du Luxembourg"
2021,11,Faits marquants,"Faits marquants > 22 Bénéficiaires de l'Aide aux Artisans, Commerçants et Très Petites Entreprises > 22 Bénéficiaires de l'Aide aux Artisans, Commerçants et Très Petites Entreprises
81 196,52 €
Montant de l'Aide attribuée aux Artisans, Commerçants et Très Petites Entreprises
47 000 €
Aux 4 créateurs d'entreprise ayant bénéficié d'un prêt d'honneur à taux 0%
1 766 Demandes traitées par la Maison du Luxembourg"
2021,11,Faits marquants,"Faits marquants > lan Local Urbanisme
MODIFICATION - DOSSIER D'APPROBATION Planche générale
DOSSIERS INSTRUITS POUR LA CCPHVA :"
2021,12,Faits marquants,"Faits marquants > Autres actions
- Instruction des demandes d'autorisations d'urbanisme pour les communes de la CCPHAV (hors commune en OIN).
- Conseil à l'usager et aux professionnels sur rendez-vous.
- Voirie réglementaire sur l'actualité en urbanisme.
- Participation aux révisions/modifications des documents d'urbanisme.
- Participation active et organisation trimestrielle des rencontres du Club ADS 07 (club des instructeurs d'autorisations d'urbanisme de Moselle).
- Participation active aux rencontres du réseau ADS OD754 (club des instructeurs d'autorisations d'urbanisme de Mourikie en Moselle).
- Suivi du SCOTAT, Suivi du SRADDET."
2021,12,BÂTIMENTS ET LOGISTIQUE,"BÂTIMENTS ET LOGISTIQUE > 22 > 23
- Faits marquants
  - Réfection des toitures du bâtiment N°2 «ateliers mécaniques» avec du haut fourneau UA.
  - Réhabilitation des grands bureaux Uckange- Projet DIGITAL LAB d'Avalon Mimi."
2021,12,BÂTIMENTS ET LOGISTIQUE,"BÂTIMENTS ET LOGISTIQUE > 24 > 25
- Perspectives
  - Travaux d'aménagement de locaux au multi-accueil de l'Ourange Les Mini Pouce.
  - Travaux d'aménagement extérieurs au multi-accueil d'Uckange Les Perte Pas.
  - Étude sur la modification des réseaux sérouliques de l'espace (voir le couverterie) sur les Grands bureaux d'Uckange (reprise des bétrages et arrêtées).
  - Travaux de réalisation multi-accueil Fomeck.
  - Mairie d'œuvre réhabilitation des hôtes des «compresseurs» avec du haut fourneau UA."
2021,12,BÂTIMENTS ET LOGISTIQUE,"BÂTIMENTS ET LOGISTIQUE > 26 > 27
- Autres actions
  - Suivi du marché d'exploitation des installations CVC du patrimoine communautaire avec mises en place de mesures visant à réduire les consommations énergétiques au regard de la hausse du coût des énergies."
2021,14,BÂTIMENTS ET LOGISTIQUE,"BÂTIMENTS ET LOGISTIQUE > 28 > 29
- Bâtiments, équipements et entretenus par la Communauté d'Agglomération
Prix
- 20% d'innovation d'appareils et services
- 20% d'innovation de services
- 20% d'innovation de services
- 20% d'innovation de services
- 20% d'innovation de services
Autres actions
- Inscription à 10 musterclasses pour 2022.
Perspectives
- Renforcement des considérations des clauses environnementales et sociales dans les futurs contrats publics.
17
- Marchés en procédure formalisée
59
- Marchés en procédure adaptée
28
- Marchés subséquents découlant des accords-cadres
9%
- Des marchés engagés font appel à des entreprises locales
61%
- Des marchés engagés font appel à des entreprises mosellanes"
2021,14,BÂTIMENTS ET LOGISTIQUE,"BÂTIMENTS ET LOGISTIQUE > 6876
Courriers reçus"
2021,14,BÂTIMENTS ET LOGISTIQUE,"BÂTIMENTS ET LOGISTIQUE > 1750
Courriers envoyés"
2021,14,BÂTIMENTS ET LOGISTIQUE,"BÂTIMENTS ET LOGISTIQUE > 4142
Abonnés sur la page facebook de la Communauté d'Agglomération"
2021,14,BÂTIMENTS ET LOGISTIQUE,"BÂTIMENTS ET LOGISTIQUE > 2744
Abonnés sur la page facebook de Feralia"
2021,14,BÂTIMENTS ET LOGISTIQUE,"BÂTIMENTS ET LOGISTIQUE > 5530
Abonnés sur la page facebook du parc du haut-fourneau U4"
2021,14,BÂTIMENTS ET LOGISTIQUE,"BÂTIMENTS ET LOGISTIQUE > 1
Fensch Infos n¹1 - mai 2021"
2021,14,BÂTIMENTS ET LOGISTIQUE,"BÂTIMENTS ET LOGISTIQUE > PAROI SANS LA COMMUNICATION EXTERNE
- Conception de la consommation régulière relative à l'installation du centre de vaccination du Val de Fensch à Sertimange (E-range)
- Conception et mise en œuvre du plan de communication relatif au dossier «Perrins de louer»
- Mise en place avec le service environnement, d'une opération de communication dans le cadre de la semaine européenne du développement durable : jeu concours Facebook et montage expo des réalisations.
- Rehorte complète de la signalétique des bornes au sein des déchèteries de Noyonge et Florange.
- Création du logo pour la crèche «Les petits Hérissons» de Fameck.
- Création d'un compte twitter pour l'agglo et d'un compte Instagram pour l'UA"
2021,14,BÂTIMENTS ET LOGISTIQUE,"BÂTIMENTS ET LOGISTIQUE > DANS LE VÉNEMENTIEL
- Suivi et participation aux Trophées des Territoires.
- Suivi du dossier de mise en valeur du colombien dans le cadre de l'opération Les Rubens du Patrimoine"
2021,15,BÂTIMENTS ET LOGISTIQUE,"BÂTIMENTS ET LOGISTIQUE > DANS LA COMMUNICATION INTERNE
- Participation à la bonne mise en œuvre du pool des assistantes pour le remplacement de l'agent d'accueil
- Réalisation un dépliant pratique (un supplément du Verso  ) sur les changements dans le temps de travail des agents et mise en œuvre du plan de communication dédié.
- Participation à l'organisation de la cérémonie de remise des médailles du travail.
- Mise en œuvre de jours télétravailés de 1 à 3 jours en fonction de la situation sanitaire et des directives."
2021,15,BÂTIMENTS ET LOGISTIQUE,"BÂTIMENTS ET LOGISTIQUE > 16
Journées événementielles"
2021,15,BÂTIMENTS ET LOGISTIQUE,"BÂTIMENTS ET LOGISTIQUE > 17
équipes artistiques
accueillies"
2021,15,BÂTIMENTS ET LOGISTIQUE,"BÂTIMENTS ET LOGISTIQUE > 3983
personnes pendant les
Journées événementielles"
2021,15,BÂTIMENTS ET LOGISTIQUE,"BÂTIMENTS ET LOGISTIQUE > 2752
personnes pour les visites
guidées ou audioguidées"
2021,15,BÂTIMENTS ET LOGISTIQUE,"BÂTIMENTS ET LOGISTIQUE > 1920
personnes en visite libre
La fréquentation du site est en baisse de . Plusieurs facteurs contribuent à cette baisse. Sa séparation avec le Jardin des Troces, la crise sanitaire, la communication impactée par une diffusion qui n'a pas pu être assurée dans de bonnes conditions (leux fermés ou qui n'acceptent plus le format papier du fait de la COVID).
Le Parc du haut-fournesu U4 a bénéficié, d'une enveloppe de 28000 € au Budget Primitif 2021, permettant de prendre en charge les frais liés au fonctionnement général de la structure et à l'animation du site sur les volets patrimonieux et culturels. 75 \% du budget a été consommé. La programmation culturelle a fait l'objet d'un soutien de la Région Grand Est pour 10000 € et pour le  année, la Département de la Moselle soutien également la programmation pour un montant de 10000 €. Le chiffre d'affaires de la saison s'élève à 22928 € (  par rapport à 2020), auquel nous pouvons ajouter 10050 € de redevance au titre des mises à disposition.
En termes d'investissement, la toiture du poste de garde a été entièrement rénovée pour un montant de 65000 €."
2021,16,BÂTIMENTS ET LOGISTIQUE,"BÂTIMENTS ET LOGISTIQUE > Perspectives
Organiser le  saison d'ouverture du parc du Haut fourneau U4 dans un contexte sanitaire plus serein et assurer le développement touristique du site.
2022 marquera le  anniversaire de la fermeture de l'usine sidérurgique et sa transformation en un lieu de patrimoine, de tourisme et de culture. A ce titre, une programmation spécifique verra le jour (exposition, débats, projections, rencontres).
Mettre en place un partenariat avec ArcelorMittel dans le cadre de l'installation du Digitidide dans les Grands Burreaux.
Un travail de signalétique et de création de nouveaux parcours de visite patrimoniale, environnementale sont en cours de réalisation et seront proposés dès l'ouverture 2022.
De nouvelles propositions d'offres de découverte ludique du site seront le jour en 2022 sur toute la saison : adventure game et réalité virtuelle.
Reprise des guides d'anniversaire et des ateliers jeunes publics avec le retour de notre médiatrice jeune public.
La chapiteau abritant l'espace muséographique est retuste et mérite aujourd'hui une attention particulière afin de ne pas déqualifier les propositions patrimoniales à l'année. Une concertation à ce sujet sera engagée en 2022 en s'intégrant dans une perspective plus globale de développement de la triche."
2021,16,BÂTIMENTS ET LOGISTIQUE,"BÂTIMENTS ET LOGISTIQUE > 383 000€
De participation au fonctionnement du Gueulard Plus"
2021,16,BÂTIMENTS ET LOGISTIQUE,"BÂTIMENTS ET LOGISTIQUE > 137
Jours de résidence pour 53
artistes"
2021,16,BÂTIMENTS ET LOGISTIQUE,"BÂTIMENTS ET LOGISTIQUE > 59
Projets d'éducation artistique et actions culturelles"
2021,16,BÂTIMENTS ET LOGISTIQUE,"BÂTIMENTS ET LOGISTIQUE > 9339
Personnes touchées"
2021,16,BÂTIMENTS ET LOGISTIQUE,"BÂTIMENTS ET LOGISTIQUE > 43
Groupes programmés"
